Сол,Моҳ,Минтақа,Маҳсулот,Ҳаҷми замин (га),Ҳосилнокӣ (т/га),Истеҳсолот (т),Арзиш (сом/т),Воридот (т),Содирот (т),Истеъмолот (т),Худтаъминкуни (%),Ҳарорат (°C),Минтақаи иқлимӣ,Худтаъминкуни
2020,Январ,НТҶ,Картошка,0.0,0.0,0.0,3752.14,5268.0,0.0,4001.7,25.2,13.7,Мухталиф,Не
2020,Феврал,НТҶ,Картошка,0.0,0.0,0.0,3488.01,4572.2,0.0,3213.0,25.8,18.9,Мухталиф,Не
2020,Март,НТҶ,Картошка,0.0,0.0,0.0,3653.83,4630.3,0.0,4607.6,26.2,17.6,Мухталиф,Не
2020,Апрел,НТҶ,Картошка,0.0,0.0,0.0,3189.11,3912.8,0.0,4967.8,25.8,23.6,Мухталиф,Не
2020,Май,НТҶ,Картошка,4339.3,14.88,54566.9,3102.17,0.0,20213.6,7219.8,24.2,23.5,Мухталиф,Не
2020,Июн,НТҶ,Картошка,4339.3,15.09,57875.3,2625.45,0.0,21074.0,7276.3,26.0,31.9,Мухталиф,Не
2020,Июл,НТҶ,Картошка,0.0,0.0,0.0,3478.8,4854.1,0.0,5935.2,25.7,33.1,Мухталиф,Не
2020,Август,НТҶ,Картошка,0.0,0.0,0.0,3060.6,5402.5,0.0,5083.1,25.6,30.2,Мухталиф,Не
2020,Сентябр,НТҶ,Картошка,4339.3,16.43,63373.7,2616.55,0.0,12759.2,4709.8,24.3,30.7,Мухталиф,Не
2020,Октябр,НТҶ,Картошка,0.0,0.0,0.0,3017.5,7258.2,0.0,5930.2,24.4,26.1,Мухталиф,Не
2020,Ноябр,НТҶ,Картошка,0.0,0.0,0.0,4670.17,5399.2,0.0,4570.5,25.5,15.0,Мухталиф,Не
2020,Декабр,НТҶ,Картошка,0.0,0.0,0.0,2943.09,5792.7,0.0,4668.8,26.2,16.6,Мухталиф,Не
2020,Январ,НТҶ,Сабзавот,0.0,0.0,0.0,2599.59,6302.6,0.0,5181.4,24.4,7.0,Мухталиф,Не
2020,Феврал,НТҶ,Сабзавот,0.0,0.0,0.0,2036.77,5118.3,0.0,4284.2,25.4,18.1,Мухталиф,Не
2020,Март,НТҶ,Сабзавот,0.0,0.0,0.0,2178.7,6202.0,0.0,5464.3,23.9,16.1,Мухталиф,Не
2020,Апрел,НТҶ,Сабзавот,0.0,0.0,0.0,2357.0,4665.5,0.0,4943.0,25.5,23.8,Мухталиф,Не
2020,Май,НТҶ,Сабзавот,0.0,0.0,0.0,2080.06,8542.3,0.0,6952.7,24.4,31.2,Мухталиф,Не
2020,Июн,НТҶ,Сабзавот,3922.5,11.0,36412.8,1884.28,0.0,9349.5,5784.1,25.1,38.7,Мухталиф,Не
2020,Июл,НТҶ,Сабзавот,3922.5,10.48,37810.0,1816.95,0.0,10212.4,5764.1,25.0,37.7,Мухталиф,Не
2020,Август,НТҶ,Сабзавот,3922.5,9.29,35860.7,1767.17,0.0,6281.5,5272.8,24.0,32.4,Мухталиф,Не
2020,Сентябр,НТҶ,Сабзавот,3922.5,9.18,33057.0,1970.33,0.0,5765.8,5714.5,23.9,30.3,Мухталиф,Не
2020,Октябр,НТҶ,Сабзавот,0.0,0.0,0.0,2319.96,4952.8,0.0,5563.8,25.0,24.2,Мухталиф,Не
2020,Ноябр,НТҶ,Сабзавот,0.0,0.0,0.0,2147.62,5282.2,0.0,5058.1,26.0,16.4,Мухталиф,Не
2020,Декабр,НТҶ,Сабзавот,0.0,0.0,0.0,2234.82,6072.6,0.0,4515.0,25.9,16.2,Мухталиф,Не
2020,Январ,НТҶ,Гӯшт,0.0,0.0,5741.6,28830.3,0.0,995.1,2578.5,26.2,9.3,Мухталиф,Не
2020,Феврал,НТҶ,Гӯшт,0.0,0.0,5841.1,29399.01,0.0,533.0,2265.4,24.7,14.8,Мухталиф,Не
2020,Март,НТҶ,Гӯшт,0.0,0.0,6415.8,32670.5,0.0,1147.3,3459.7,25.8,17.1,Мухталиф,Не
2020,Апрел,НТҶ,Гӯшт,0.0,0.0,6147.1,34146.07,0.0,1073.4,3398.6,25.2,24.2,Мухталиф,Не
2020,Май,НТҶ,Гӯшт,0.0,0.0,6325.8,30398.39,0.0,636.8,3286.7,24.3,26.2,Мухталиф,Не
2020,Июн,НТҶ,Гӯшт,0.0,0.0,5884.7,31809.27,0.0,334.8,4364.3,25.5,29.9,Мухталиф,Не
2020,Июл,НТҶ,Гӯшт,0.0,0.0,6059.2,35566.79,0.0,1038.9,3146.6,25.8,29.4,Мухталиф,Не
2020,Август,НТҶ,Гӯшт,0.0,0.0,5740.9,34551.37,0.0,744.9,3413.7,23.8,38.0,Мухталиф,Не
2020,Сентябр,НТҶ,Гӯшт,0.0,0.0,5744.7,30749.36,0.0,437.0,2982.7,26.2,32.4,Мухталиф,Не
2020,Октябр,НТҶ,Гӯшт,0.0,0.0,5489.9,27946.31,0.0,1122.7,2318.8,24.3,27.3,Мухталиф,Не
2020,Ноябр,НТҶ,Гӯшт,0.0,0.0,5709.9,34087.56,0.0,1105.3,3366.8,25.6,15.4,Мухталиф,Не
2020,Декабр,НТҶ,Гӯшт,0.0,0.0,5814.2,32964.57,0.0,1713.0,2196.1,26.2,13.8,Мухталиф,Не
2020,Январ,НТҶ,Шир,0.0,0.0,21938.2,4043.43,0.0,2747.0,6974.5,25.0,11.6,Мухталиф,Не
2020,Феврал,НТҶ,Шир,0.0,0.0,21668.3,3941.84,0.0,4664.7,8664.4,25.8,17.7,Мухталиф,Не
2020,Март,НТҶ,Шир,0.0,0.0,21650.5,4309.16,0.0,4570.5,7605.2,24.4,12.1,Мухталиф,Не
2020,Апрел,НТҶ,Шир,0.0,0.0,23021.2,3885.26,0.0,6101.0,8964.2,25.4,19.6,Мухталиф,Не
2020,Май,НТҶ,Шир,0.0,0.0,23040.6,3651.77,0.0,2011.0,9345.1,24.6,23.5,Мухталиф,Не
2020,Июн,НТҶ,Шир,0.0,0.0,20846.0,3793.03,0.0,1741.1,9987.3,24.2,31.6,Мухталиф,Не
2020,Июл,НТҶ,Шир,0.0,0.0,20464.0,4049.23,0.0,1896.5,9333.7,24.4,30.6,Мухталиф,Не
2020,Август,НТҶ,Шир,0.0,0.0,19667.0,3817.66,0.0,3336.6,9311.0,25.8,29.1,Мухталиф,Не
2020,Сентябр,НТҶ,Шир,0.0,0.0,19253.8,4265.35,0.0,4530.0,8280.9,23.9,33.1,Мухталиф,Не
2020,Октябр,НТҶ,Шир,0.0,0.0,21021.2,3890.12,0.0,6122.2,8031.2,26.0,25.6,Мухталиф,Не
2020,Ноябр,НТҶ,Шир,0.0,0.0,20366.9,4577.05,0.0,2857.2,8456.2,24.9,19.5,Мухталиф,Не
2020,Декабр,НТҶ,Шир,0.0,0.0,19606.4,3992.5,0.0,4192.7,7848.5,24.1,15.4,Мухталиф,Не
2021,Январ,Хатлон,Гандум,0.0,0.0,0.0,9119.88,3575.7,0.0,7687.3,46.5,9.1,Водии,Не
2021,Феврал,Хатлон,Гандум,0.0,0.0,0.0,8815.99,4567.1,0.0,11408.6,40.0,10.7,Водии,Не
2021,Март,Хатлон,Гандум,0.0,0.0,0.0,9011.9,5086.6,0.0,11910.1,42.7,14.3,Водии,Не
2021,Апрел,Хатлон,Гандум,0.0,0.0,0.0,9290.26,4750.1,0.0,12775.0,37.2,24.6,Водии,Не
2021,Май,Хатлон,Гандум,0.0,0.0,0.0,11405.77,5448.5,0.0,15374.3,35.4,34.1,Водии,Не
2021,Июн,Хатлон,Гандум,46683.6,4.66,187505.6,5085.35,0.0,106573.5,14483.9,58.6,37.4,Водии,Не
2021,Июл,Хатлон,Гандум,46683.6,3.79,184614.3,5609.81,0.0,81393.0,9548.1,59.8,40.4,Водии,Бале
2021,Август,Хатлон,Гандум,0.0,0.0,0.0,8758.08,6594.8,0.0,14728.3,44.8,30.8,Водии,Не
2021,Сентябр,Хатлон,Гандум,0.0,0.0,0.0,8625.59,5299.8,0.0,12499.0,42.4,34.5,Водии,Не
2021,Октябр,Хатлон,Гандум,0.0,0.0,0.0,8301.3,6280.2,0.0,12570.5,50.0,25.9,Водии,Не
2021,Ноябр,Хатлон,Гандум,0.0,0.0,0.0,11102.5,3304.1,0.0,11670.6,28.3,24.3,Водии,Не
2021,Декабр,Хатлон,Гандум,0.0,0.0,0.0,10123.29,3870.7,0.0,9938.1,38.9,17.5,Водии,Не
2021,Январ,Хатлон,Картошка,0.0,0.0,0.0,12616.61,1581.3,0.0,4831.8,32.7,14.0,Водии,Не
2021,Феврал,Хатлон,Картошка,0.0,0.0,0.0,13532.37,1279.6,0.0,4200.1,30.5,10.6,Водии,Не
2021,Март,Хатлон,Картошка,0.0,0.0,0.0,12527.3,1848.3,0.0,4871.4,37.9,18.5,Водии,Не
2021,Апрел,Хатлон,Картошка,0.0,0.0,0.0,11903.02,2073.9,0.0,6120.6,33.9,24.3,Водии,Не
2021,Май,Хатлон,Картошка,4098.9,26.87,86044.2,6641.19,0.0,76658.6,5527.6,60.3,33.4,Водии,Бале
2021,Июн,Хатлон,Картошка,4098.9,26.4,110009.9,7223.22,0.0,94785.9,5831.6,57.9,37.4,Водии,Не
2021,Июл,Хатлон,Картошка,0.0,0.0,0.0,14130.5,2640.4,0.0,6312.8,41.8,44.1,Водии,Не
2021,Август,Хатлон,Картошка,0.0,0.0,0.0,12394.5,2655.2,0.0,5639.5,47.1,35.4,Водии,Не
2021,Сентябр,Хатлон,Картошка,4098.9,24.78,96772.1,7553.01,0.0,37512.0,4519.1,59.5,31.6,Водии,Бале
2021,Октябр,Хатлон,Картошка,0.0,0.0,0.0,10184.79,2243.9,0.0,4559.7,49.2,25.2,Водии,Не
2021,Ноябр,Хатлон,Картошка,0.0,0.0,0.0,12836.29,1893.7,0.0,4486.5,42.2,21.9,Водии,Не
2021,Декабр,Хатлон,Картошка,0.0,0.0,0.0,9828.45,2344.1,0.0,4920.4,47.6,7.8,Водии,Не
2021,Январ,Хатлон,Сабзавот,0.0,0.0,0.0,8602.81,2257.3,0.0,6294.7,35.9,15.1,Водии,Не
2021,Феврал,Хатлон,Сабзавот,0.0,0.0,0.0,9602.53,3365.0,0.0,11636.7,28.9,17.3,Водии,Не
2021,Март,Хатлон,Сабзавот,0.0,0.0,0.0,8393.56,3921.6,0.0,8850.4,44.3,14.3,Водии,Не
2021,Апрел,Хатлон,Сабзавот,0.0,0.0,0.0,7598.82,5315.8,0.0,12673.2,41.9,21.2,Водии,Не
2021,Май,Хатлон,Сабзавот,0.0,0.0,0.0,8538.87,6335.1,0.0,13175.6,48.1,24.9,Водии,Не
2021,Июн,Хатлон,Сабзавот,8929.8,15.43,116621.6,5486.34,0.0,53076.6,15472.0,61.1,33.1,Водии,Бале
2021,Июл,Хатлон,Сабзавот,8929.8,15.48,121228.3,4547.62,0.0,46544.1,16259.8,57.4,31.1,Водии,Не
2021,Август,Хатлон,Сабзавот,8929.8,17.47,142820.2,5034.05,0.0,91725.8,11232.9,58.0,30.8,Водии,Не
2021,Сентябр,Хатлон,Сабзавот,8929.8,16.47,131335.5,4554.86,0.0,119606.5,9449.3,59.4,32.2,Водии,Бале
2021,Октябр,Хатлон,Сабзавот,0.0,0.0,0.0,9359.03,2915.7,0.0,10591.9,27.5,27.8,Водии,Не
2021,Ноябр,Хатлон,Сабзавот,0.0,0.0,0.0,11079.4,3155.2,0.0,10487.3,30.1,12.5,Водии,Не
2021,Декабр,Хатлон,Сабзавот,0.0,0.0,0.0,9931.23,3073.0,0.0,10372.7,29.6,12.0,Водии,Не
2021,Январ,Хатлон,Гӯшт,0.0,0.0,10011.5,94146.03,0.0,5270.5,4951.5,60.5,13.3,Водии,Бале
2021,Феврал,Хатлон,Гӯшт,0.0,0.0,9609.8,92714.15,0.0,3256.3,5089.9,61.2,16.2,Водии,Бале
2021,Март,Хатлон,Гӯшт,0.0,0.0,10298.5,96469.42,0.0,1972.0,5670.5,57.8,18.6,Водии,Не
2021,Апрел,Хатлон,Гӯшт,0.0,0.0,10307.6,84460.33,0.0,4744.3,5073.7,57.2,26.5,Водии,Не
2021,Май,Хатлон,Гӯшт,0.0,0.0,9776.4,79779.46,0.0,1671.8,7601.1,59.8,25.8,Водии,Бале
2021,Июн,Хатлон,Гӯшт,0.0,0.0,10156.9,84939.82,0.0,1179.2,7932.5,61.1,32.3,Водии,Бале
2021,Июл,Хатлон,Гӯшт,0.0,0.0,9742.2,81110.54,0.0,768.3,7361.9,59.0,30.5,Водии,Бале
2021,Август,Хатлон,Гӯшт,0.0,0.0,9801.0,73671.96,0.0,2551.6,5654.6,60.9,31.7,Водии,Бале
2021,Сентябр,Хатлон,Гӯшт,0.0,0.0,8783.2,88909.89,0.0,924.1,7056.9,57.8,36.6,Водии,Не
2021,Октябр,Хатлон,Гӯшт,0.0,0.0,9249.4,93445.99,0.0,974.2,6350.3,60.4,24.2,Водии,Бале
2021,Ноябр,Хатлон,Гӯшт,0.0,0.0,9597.8,86477.81,0.0,1424.8,5366.8,59.9,15.1,Водии,Бале
2021,Декабр,Хатлон,Гӯшт,0.0,0.0,9338.9,89555.72,0.0,3181.5,4608.3,60.5,13.8,Водии,Бале
2021,Январ,Хатлон,Шир,0.0,0.0,40042.8,9491.58,0.0,11781.7,13361.9,59.7,15.7,Водии,Бале
2021,Феврал,Хатлон,Шир,0.0,0.0,42407.2,11562.05,0.0,19582.9,15796.1,59.5,14.0,Водии,Бале
2021,Март,Хатлон,Шир,0.0,0.0,43395.3,9987.51,0.0,24395.7,12445.0,57.5,15.2,Водии,Не
2021,Апрел,Хатлон,Шир,0.0,0.0,39538.6,9962.29,0.0,25356.2,12011.8,57.9,27.4,Водии,Не
2021,Май,Хатлон,Шир,0.0,0.0,42438.8,11580.42,0.0,6040.7,22958.9,62.7,25.1,Водии,Бале
2021,Июн,Хатлон,Шир,0.0,0.0,41777.0,8933.59,0.0,15948.1,19063.5,57.5,29.9,Водии,Не
2021,Июл,Хатлон,Шир,0.0,0.0,41284.3,9796.47,0.0,13638.9,17676.2,58.4,36.5,Водии,Не
2021,Август,Хатлон,Шир,0.0,0.0,38447.9,10116.17,0.0,17386.9,19437.2,58.3,30.9,Водии,Не
2021,Сентябр,Хатлон,Шир,0.0,0.0,40945.1,9541.6,0.0,19421.9,19225.5,62.2,26.6,Водии,Бале
2021,Октябр,Хатлон,Шир,0.0,0.0,38682.9,9310.17,0.0,13150.5,16006.5,57.8,31.3,Водии,Не
2021,Ноябр,Хатлон,Шир,0.0,0.0,38069.7,9636.97,0.0,15489.9,16502.3,58.0,18.0,Водии,Не
2021,Декабр,Хатлон,Шир,0.0,0.0,39693.7,11228.43,0.0,22141.2,14762.9,61.4,15.5,Водии,Бале
2021,Январ,Суғд,Гандум,0.0,0.0,0.0,8954.43,4298.1,0.0,10926.0,39.3,6.3,Нисбатан кӯҳӣ,Не
2021,Феврал,Суғд,Гандум,0.0,0.0,0.0,7200.0,6988.3,0.0,10030.1,57.6,13.1,Нисбатан кӯҳӣ,Не
2021,Март,Суғд,Гандум,0.0,0.0,0.0,6893.8,6809.8,0.0,11526.5,56.6,9.3,Нисбатан кӯҳӣ,Не
2021,Апрел,Суғд,Гандум,0.0,0.0,0.0,6189.33,9576.8,0.0,13460.7,54.3,23.7,Нисбатан кӯҳӣ,Не
2021,Май,Суғд,Гандум,0.0,0.0,0.0,8464.42,5816.5,0.0,12583.6,46.2,25.7,Нисбатан кӯҳӣ,Не
2021,Июн,Суғд,Гандум,41823.5,3.57,147889.3,4995.51,0.0,61422.1,15047.3,58.6,30.5,Нисбатан кӯҳӣ,Не
2021,Июл,Суғд,Гандум,41823.5,3.98,161496.2,4142.41,0.0,104236.7,12937.5,58.4,30.2,Нисбатан кӯҳӣ,Не
2021,Август,Суғд,Гандум,0.0,0.0,0.0,6496.9,8986.2,0.0,12486.0,56.3,25.8,Нисбатан кӯҳӣ,Не
2021,Сентябр,Суғд,Гандум,0.0,0.0,0.0,7199.54,6969.3,0.0,11122.1,59.5,26.8,Нисбатан кӯҳӣ,Бале
2021,Октябр,Суғд,Гандум,0.0,0.0,0.0,7115.83,8036.2,0.0,12398.8,58.8,19.0,Нисбатан кӯҳӣ,Не
2021,Ноябр,Суғд,Гандум,0.0,0.0,0.0,6506.03,6857.4,0.0,10052.2,56.3,12.0,Нисбатан кӯҳӣ,Не
2021,Декабр,Суғд,Гандум,0.0,0.0,0.0,8728.39,4382.0,0.0,10386.5,42.2,13.9,Нисбатан кӯҳӣ,Не
2021,Январ,Суғд,Картошка,0.0,0.0,0.0,7977.79,4546.3,0.0,7502.4,55.7,10.1,Нисбатан кӯҳӣ,Не
2021,Феврал,Суғд,Картошка,0.0,0.0,0.0,8740.73,3111.4,0.0,6156.0,50.5,10.8,Нисбатан кӯҳӣ,Не
2021,Март,Суғд,Картошка,0.0,0.0,0.0,9931.39,4377.0,0.0,9651.5,45.3,12.7,Нисбатан кӯҳӣ,Не
2021,Апрел,Суғд,Картошка,0.0,0.0,0.0,8395.99,5035.1,0.0,9955.5,50.6,14.9,Нисбатан кӯҳӣ,Не
2021,Май,Суғд,Картошка,6495.8,25.94,140540.4,6677.71,0.0,68256.1,7326.0,57.7,33.9,Нисбатан кӯҳӣ,Не
2021,Июн,Суғд,Картошка,6495.8,23.89,135399.3,6750.81,0.0,73120.2,11100.7,59.8,34.4,Нисбатан кӯҳӣ,Бале
2021,Июл,Суғд,Картошка,0.0,0.0,0.0,8495.8,4374.2,0.0,9371.7,46.7,33.6,Нисбатан кӯҳӣ,Не
2021,Август,Суғд,Картошка,0.0,0.0,0.0,8365.82,4764.9,0.0,9737.8,48.9,32.6,Нисбатан кӯҳӣ,Не
2021,Сентябр,Суғд,Картошка,6495.8,26.48,172159.0,6915.84,0.0,128590.8,9098.9,59.5,22.4,Нисбатан кӯҳӣ,Бале
2021,Октябр,Суғд,Картошка,0.0,0.0,0.0,9584.26,3881.0,0.0,8748.0,44.4,22.7,Нисбатан кӯҳӣ,Не
2021,Ноябр,Суғд,Картошка,0.0,0.0,0.0,10821.45,3353.2,0.0,7490.1,44.8,11.0,Нисбатан кӯҳӣ,Не
2021,Декабр,Суғд,Картошка,0.0,0.0,0.0,9014.76,5063.2,0.0,7098.0,59.4,4.7,Нисбатан кӯҳӣ,Бале
2021,Январ,Суғд,Сабзавот,0.0,0.0,0.0,5778.1,4154.2,0.0,8008.2,51.9,13.0,Нисбатан кӯҳӣ,Не
2021,Феврал,Суғд,Сабзавот,0.0,0.0,0.0,7924.87,3652.8,0.0,8152.6,44.8,4.5,Нисбатан кӯҳӣ,Не
2021,Март,Суғд,Сабзавот,0.0,0.0,0.0,7641.67,3088.0,0.0,7074.3,43.7,10.9,Нисбатан кӯҳӣ,Не
2021,Апрел,Суғд,Сабзавот,0.0,0.0,0.0,5994.74,7093.8,0.0,10213.3,57.3,20.7,Нисбатан кӯҳӣ,Не
2021,Май,Суғд,Сабзавот,0.0,0.0,0.0,5387.94,7613.2,0.0,10980.9,54.4,26.5,Нисбатан кӯҳӣ,Не
2021,Июн,Суғд,Сабзавот,6026.4,14.93,84708.8,5036.65,0.0,48583.1,9765.9,58.5,35.5,Нисбатан кӯҳӣ,Не
2021,Июл,Суғд,Сабзавот,6026.4,15.74,94021.6,5106.05,0.0,23622.1,11393.5,56.4,27.6,Нисбатан кӯҳӣ,Не
2021,Август,Суғд,Сабзавот,6026.4,17.0,89138.1,5150.43,0.0,31288.8,11154.2,59.7,31.2,Нисбатан кӯҳӣ,Бале
2021,Сентябр,Суғд,Сабзавот,6026.4,16.07,82290.3,4022.86,0.0,62788.1,7307.8,57.3,33.0,Нисбатан кӯҳӣ,Не
2021,Октябр,Суғд,Сабзавот,0.0,0.0,0.0,5853.21,4713.1,0.0,7029.2,57.6,16.3,Нисбатан кӯҳӣ,Не
2021,Ноябр,Суғд,Сабзавот,0.0,0.0,0.0,6427.69,4513.3,0.0,7137.9,57.2,15.2,Нисбатан кӯҳӣ,Не
2021,Декабр,Суғд,Сабзавот,0.0,0.0,0.0,7773.23,3622.3,0.0,7616.0,47.6,14.0,Нисбатан кӯҳӣ,Не
2021,Январ,Суғд,Гӯшт,0.0,0.0,7653.0,67271.43,0.0,2350.6,4653.0,57.5,15.1,Нисбатан кӯҳӣ,Не
2021,Феврал,Суғд,Гӯшт,0.0,0.0,7324.6,70917.77,0.0,975.2,4758.7,54.6,5.6,Нисбатан кӯҳӣ,Не
2021,Март,Суғд,Гӯшт,0.0,0.0,7838.8,71949.39,0.0,3681.9,3722.0,54.2,10.9,Нисбатан кӯҳӣ,Не
2021,Апрел,Суғд,Гӯшт,0.0,0.0,8114.7,75943.55,0.0,1339.9,3684.2,54.8,19.5,Нисбатан кӯҳӣ,Не
2021,Май,Суғд,Гӯшт,0.0,0.0,7801.1,75158.63,0.0,1196.4,5606.7,54.4,24.2,Нисбатан кӯҳӣ,Не
2021,Июн,Суғд,Гӯшт,0.0,0.0,7784.7,78078.5,0.0,46.0,7682.3,57.7,29.6,Нисбатан кӯҳӣ,Не
2021,Июл,Суғд,Гӯшт,0.0,0.0,7451.2,74804.37,0.0,535.7,6604.2,55.6,33.0,Нисбатан кӯҳӣ,Не
2021,Август,Суғд,Гӯшт,0.0,0.0,7507.7,78058.91,0.0,802.5,6278.7,54.9,36.0,Нисбатан кӯҳӣ,Не
2021,Сентябр,Суғд,Гӯшт,0.0,0.0,7389.2,75230.48,0.0,2289.9,4805.1,58.5,27.1,Нисбатан кӯҳӣ,Не
2021,Октябр,Суғд,Гӯшт,0.0,0.0,7252.4,62123.37,0.0,887.5,4742.3,59.8,26.4,Нисбатан кӯҳӣ,Бале
2021,Ноябр,Суғд,Гӯшт,0.0,0.0,7288.5,67042.5,0.0,1091.2,5196.3,58.9,17.7,Нисбатан кӯҳӣ,Не
2021,Декабр,Суғд,Гӯшт,0.0,0.0,7458.4,65452.23,0.0,1834.4,5123.7,59.4,4.2,Нисбатан кӯҳӣ,Бале
2021,Январ,Суғд,Шир,0.0,0.0,31544.6,9462.13,0.0,16276.7,11481.8,56.6,9.8,Нисбатан кӯҳӣ,Не
2021,Феврал,Суғд,Шир,0.0,0.0,33214.0,8164.3,0.0,9244.4,10657.4,54.5,3.9,Нисбатан кӯҳӣ,Не
2021,Март,Суғд,Шир,0.0,0.0,33017.7,9244.53,0.0,15916.8,10766.3,56.5,13.8,Нисбатан кӯҳӣ,Не
2021,Апрел,Суғд,Шир,0.0,0.0,33770.1,8859.13,0.0,15137.7,13642.4,57.5,24.8,Нисбатан кӯҳӣ,Не
2021,Май,Суғд,Шир,0.0,0.0,32585.5,9214.3,0.0,4679.8,16888.1,57.3,24.6,Нисбатан кӯҳӣ,Не
2021,Июн,Суғд,Шир,0.0,0.0,31719.7,8355.14,0.0,16292.3,12563.6,55.9,30.7,Нисбатан кӯҳӣ,Не
2021,Июл,Суғд,Шир,0.0,0.0,31462.2,8369.26,0.0,13557.6,17065.1,56.9,31.4,Нисбатан кӯҳӣ,Не
2021,Август,Суғд,Шир,0.0,0.0,32595.0,9546.3,0.0,10446.1,13596.9,54.3,32.9,Нисбатан кӯҳӣ,Не
2021,Сентябр,Суғд,Шир,0.0,0.0,31044.9,8446.41,0.0,17950.9,11073.7,59.6,25.8,Нисбатан кӯҳӣ,Бале
2021,Октябр,Суғд,Шир,0.0,0.0,30215.0,7983.91,0.0,9513.6,8149.6,56.0,22.4,Нисбатан кӯҳӣ,Не
2021,Ноябр,Суғд,Шир,0.0,0.0,31741.7,8185.71,0.0,15757.6,11095.3,59.8,19.2,Нисбатан кӯҳӣ,Бале
2021,Декабр,Суғд,Шир,0.0,0.0,29610.6,9613.01,0.0,11199.3,11852.3,58.1,6.7,Нисбатан кӯҳӣ,Не
2021,Январ,ВМКБ,Гандум,0.0,0.0,0.0,1118.72,3125.1,0.0,3000.0,5.0,-10.1,Кӯҳӣ,Не
2021,Феврал,ВМКБ,Гандум,0.0,0.0,0.0,1324.72,2045.1,0.0,3000.0,5.0,-4.3,Кӯҳӣ,Не
2021,Март,ВМКБ,Гандум,0.0,0.0,0.0,1086.05,3292.7,0.0,3000.0,5.2,4.1,Кӯҳӣ,Не
2021,Апрел,ВМКБ,Гандум,0.0,0.0,0.0,1375.75,2132.2,0.0,3000.0,4.9,4.2,Кӯҳӣ,Не
2021,Май,ВМКБ,Гандум,0.0,0.0,0.0,1312.92,1920.8,0.0,3000.0,5.0,8.9,Кӯҳӣ,Не
2021,Июн,ВМКБ,Гандум,5990.5,0.58,3209.4,1083.18,0.0,8.7,3000.0,4.9,18.2,Кӯҳӣ,Не
2021,Июл,ВМКБ,Гандум,5990.5,0.59,3528.2,1075.16,0.0,26.5,3000.0,5.1,16.8,Кӯҳӣ,Не
2021,Август,ВМКБ,Гандум,0.0,0.0,0.0,1260.83,2551.4,0.0,3000.0,5.1,22.8,Кӯҳӣ,Не
2021,Сентябр,ВМКБ,Гандум,0.0,0.0,0.0,1273.85,2365.7,0.0,3000.0,5.0,10.1,Кӯҳӣ,Не
2021,Октябр,ВМКБ,Гандум,0.0,0.0,0.0,1119.58,2240.9,0.0,3000.0,5.0,9.5,Кӯҳӣ,Не
2021,Ноябр,ВМКБ,Гандум,0.0,0.0,0.0,1137.38,2767.6,0.0,3000.0,5.1,0.3,Кӯҳӣ,Не
2021,Декабр,ВМКБ,Гандум,0.0,0.0,0.0,1138.02,2084.5,0.0,3000.0,4.8,-2.3,Кӯҳӣ,Не
2021,Январ,ВМКБ,Картошка,0.0,0.0,0.0,1572.41,1633.6,0.0,2000.0,5.2,-8.4,Кӯҳӣ,Не
2021,Феврал,ВМКБ,Картошка,0.0,0.0,0.0,1597.7,2233.7,0.0,2000.0,4.8,-4.7,Кӯҳӣ,Не
2021,Март,ВМКБ,Картошка,0.0,0.0,0.0,1291.93,1981.6,0.0,2000.0,5.0,-0.2,Кӯҳӣ,Не
2021,Апрел,ВМКБ,Картошка,0.0,0.0,0.0,1554.56,1600.8,0.0,2000.0,5.1,7.3,Кӯҳӣ,Не
2021,Май,ВМКБ,Картошка,1629.0,4.05,6393.2,1407.28,0.0,133.5,2000.0,5.1,7.2,Кӯҳӣ,Не
2021,Июн,ВМКБ,Картошка,1629.0,4.45,6897.1,1365.71,0.0,287.6,2349.9,4.8,11.7,Кӯҳӣ,Не
2021,Июл,ВМКБ,Картошка,0.0,0.0,0.0,2168.77,2099.7,0.0,2675.7,4.9,22.1,Кӯҳӣ,Не
2021,Август,ВМКБ,Картошка,0.0,0.0,0.0,1325.1,2984.6,0.0,2630.7,5.1,19.3,Кӯҳӣ,Не
2021,Сентябр,ВМКБ,Картошка,1629.0,4.5,7349.7,1462.17,0.0,368.9,2067.2,4.9,8.1,Кӯҳӣ,Не
2021,Октябр,ВМКБ,Картошка,0.0,0.0,0.0,1618.78,2044.9,0.0,2000.0,5.0,4.9,Кӯҳӣ,Не
2021,Ноябр,ВМКБ,Картошка,0.0,0.0,0.0,1307.88,2292.5,0.0,2000.0,4.9,-2.1,Кӯҳӣ,Не
2021,Декабр,ВМКБ,Картошка,0.0,0.0,0.0,1380.87,2250.3,0.0,2000.0,5.1,-5.0,Кӯҳӣ,Не
2021,Январ,ВМКБ,Сабзавот,0.0,0.0,0.0,1163.84,2414.3,0.0,2500.0,5.0,-7.7,Кӯҳӣ,Не
2021,Феврал,ВМКБ,Сабзавот,0.0,0.0,0.0,1145.81,2859.9,0.0,2500.0,5.2,-6.8,Кӯҳӣ,Не
2021,Март,ВМКБ,Сабзавот,0.0,0.0,0.0,1208.48,2560.4,0.0,2500.0,5.2,2.5,Кӯҳӣ,Не
2021,Апрел,ВМКБ,Сабзавот,0.0,0.0,0.0,1023.74,2501.7,0.0,2500.0,4.8,10.5,Кӯҳӣ,Не
