Сол,Моҳ,Минтақа,Маҳсулот,Ҳаҷми замин (га),Ҳосилнокӣ (т/га),Истеҳсолот (т),Арзиш (сом/т),Воридот (т),Содирот (т),Истеъмолот (т),Худтаъминкуни (%),Ҳарорат (°C),Боришот (мм),Минтақаи иқлимӣ,Худтаъминкуни
2020,Март,НТҶ,Гандум,0.0,0.0,0.0,0.0,7233.2,0.0,5804.4,25.0,12.9,72.0,Мухталиф,Не
2020,Апрел,НТҶ,Гандум,0.0,0.0,0.0,0.0,5680.8,0.0,6160.5,25.0,26.4,77.4,Мухталиф,Не
2020,Май,НТҶ,Гандум,0.0,0.0,0.0,0.0,9502.4,0.0,7695.6,25.0,35.2,67.9,Мухталиф,Не
2020,Июн,НТҶ,Гандум,22517.3,2.45,55215.0,2123.99,0.0,7984.3,7440.8,25.0,38.2,39.4,Мухталиф,Не
2020,Июл,НТҶ,Гандум,22517.3,2.45,55215.0,1936.83,0.0,14414.1,7513.2,25.0,39.2,38.0,Мухталиф,Не
2020,Август,НТҶ,Гандум,0.0,0.0,0.0,0.0,8382.0,0.0,7183.9,25.0,24.8,33.9,Мухталиф,Не
2020,Сентябр,НТҶ,Гандум,0.0,0.0,0.0,0.0,7261.4,0.0,6206.4,25.0,23.7,35.0,Мухталиф,Не
2020,Октябр,НТҶ,Гандум,0.0,0.0,0.0,0.0,5970.3,0.0,6441.8,25.0,28.7,51.2,Мухталиф,Не
2020,Ноябр,НТҶ,Гандум,0.0,0.0,0.0,0.0,6510.0,0.0,5696.8,25.0,18.1,53.8,Мухталиф,Не
2020,Декабр,НТҶ,Гандум,0.0,0.0,0.0,0.0,5922.3,0.0,5092.9,25.0,15.9,37.4,Мухталиф,Не
2020,Январ,НТҶ,Картошка,0.0,0.0,0.0,0.0,4274.5,0.0,4949.5,25.0,9.2,32.6,Мухталиф,Не
2020,Феврал,НТҶ,Картошка,0.0,0.0,0.0,0.0,5480.8,0.0,4560.3,25.0,12.5,44.5,Мухталиф,Не
2020,Март,НТҶ,Картошка,0.0,0.0,0.0,0.0,6441.2,0.0,5307.8,25.0,14.9,58.8,Мухталиф,Не
2020,Апрел,НТҶ,Картошка,0.0,0.0,0.0,0.0,4676.8,0.0,5548.9,25.0,21.8,92.8,Мухталиф,Не
2020,Май,НТҶ,Картошка,4221.8,15.83,66837.0,2593.83,0.0,17352.8,5866.3,25.0,29.7,78.1,Мухталиф,Не
2020,Июн,НТҶ,Картошка,4221.8,15.83,66837.0,2715.72,0.0,17395.4,6655.3,25.0,34.1,28.9,Мухталиф,Не
2020,Июл,НТҶ,Картошка,0.0,0.0,0.0,0.0,7274.3,0.0,6604.2,25.0,35.7,34.8,Мухталиф,Не
2020,Август,НТҶ,Картошка,0.0,0.0,0.0,0.0,5557.7,0.0,6546.6,25.0,29.1,31.1,Мухталиф,Не
2020,Сентябр,НТҶ,Картошка,4221.8,15.83,66837.0,2446.11,0.0,26379.8,5217.8,25.0,32.4,37.8,Мухталиф,Не
2020,Октябр,НТҶ,Картошка,0.0,0.0,0.0,0.0,4815.5,0.0,4985.9,25.0,21.3,61.1,Мухталиф,Не
2020,Ноябр,НТҶ,Картошка,0.0,0.0,0.0,0.0,5206.4,0.0,4570.7,25.0,13.5,43.2,Мухталиф,Не
2020,Декабр,НТҶ,Картошка,0.0,0.0,0.0,0.0,4945.0,0.0,4213.0,25.0,12.5,37.6,Мухталиф,Не
2020,Январ,НТҶ,Сабзавот,0.0,0.0,0.0,0.0,4404.2,0.0,4560.6,25.0,11.1,40.9,Мухталиф,Не
2020,Феврал,НТҶ,Сабзавот,0.0,0.0,0.0,0.0,4703.4,0.0,4089.1,25.0,14.1,35.3,Мухталиф,Не
2020,Март,НТҶ,Сабзавот,0.0,0.0,0.0,0.0,4462.8,0.0,4728.1,25.0,14.6,54.5,Мухталиф,Не
2020,Апрел,НТҶ,Сабзавот,0.0,0.0,0.0,0.0,5661.4,0.0,5808.6,25.0,21.4,82.2,Мухталиф,Не
2020,Май,НТҶ,Сабзавот,0.0,0.0,0.0,0.0,6525.9,0.0,6148.6,25.0,26.4,73.3,Мухталиф,Не
2020,Июн,НТҶ,Сабзавот,4009.4,11.09,44467.9,1641.38,0.0,6851.2,6131.8,25.0,35.4,35.5,Мухталиф,Не
2020,Июл,НТҶ,Сабзавот,4009.4,11.09,44467.9,2429.47,0.0,11316.8,6622.8,25.0,30.4,43.1,Мухталиф,Не
2020,Август,НТҶ,Сабзавот,4009.4,11.09,44467.9,2181.09,0.0,14083.0,5913.8,25.0,33.1,22.0,Мухталиф,Не
2020,Сентябр,НТҶ,Сабзавот,4009.4,11.09,44467.9,1767.13,0.0,16489.2,5044.2,25.0,26.5,30.2,Мухталиф,Не
2020,Октябр,НТҶ,Сабзавот,0.0,0.0,0.0,0.0,5000.5,0.0,4569.4,25.0,26.3,37.6,Мухталиф,Не
2020,Ноябр,НТҶ,Сабзавот,0.0,0.0,0.0,0.0,5923.4,0.0,5111.1,25.0,16.7,35.3,Мухталиф,Не
2020,Декабр,НТҶ,Сабзавот,0.0,0.0,0.0,0.0,5757.1,0.0,4944.7,25.0,14.5,34.6,Мухталиф,Не
2020,Январ,НТҶ,Гӯшт,0.0,0.0,5330.4,28843.86,0.0,1135.5,2733.6,25.0,12.1,29.1,Мухталиф,Не
2020,Феврал,НТҶ,Гӯшт,0.0,0.0,5330.4,33397.23,0.0,633.7,2838.3,25.0,14.6,32.5,Мухталиф,Не
2020,Март,НТҶ,Гӯшт,0.0,0.0,5330.4,32705.01,0.0,871.2,3295.5,25.0,19.7,61.5,Мухталиф,Не
2020,Апрел,НТҶ,Гӯшт,0.0,0.0,5330.4,34689.83,0.0,905.5,3054.3,25.0,24.1,69.4,Мухталиф,Не
2020,Май,НТҶ,Гӯшт,0.0,0.0,5330.4,32840.23,0.0,874.0,3303.1,25.0,26.6,73.1,Мухталиф,Не
2020,Июн,НТҶ,Гӯшт,0.0,0.0,5330.4,37908.9,0.0,330.0,4227.1,25.0,36.6,39.2,Мухталиф,Не
2020,Июл,НТҶ,Гӯшт,0.0,0.0,5330.4,36281.86,0.0,629.8,3806.9,25.0,33.8,28.6,Мухталиф,Не
2020,Август,НТҶ,Гӯшт,0.0,0.0,5330.4,30977.94,0.0,704.6,3364.9,25.0,39.1,28.8,Мухталиф,Не
2020,Сентябр,НТҶ,Гӯшт,0.0,0.0,5330.4,35984.55,0.0,928.7,3057.5,25.0,31.3,40.1,Мухталиф,Не
2020,Октябр,НТҶ,Гӯшт,0.0,0.0,5330.4,30780.91,0.0,463.7,2939.2,25.0,18.7,54.2,Мухталиф,Не
2020,Ноябр,НТҶ,Гӯшт,0.0,0.0,5330.4,30432.38,0.0,619.6,3115.5,25.0,13.4,35.3,Мухталиф,Не
2020,Декабр,НТҶ,Гӯшт,0.0,0.0,5330.4,28659.57,0.0,885.4,2764.6,25.0,8.4,46.9,Мухталиф,Не
2020,Январ,НТҶ,Шир,0.0,0.0,21217.5,3564.56,0.0,6571.6,6563.8,25.0,6.7,25.1,Мухталиф,Не
2020,Феврал,НТҶ,Шир,0.0,0.0,21217.5,3989.89,0.0,2317.9,7476.7,25.0,18.5,44.5,Мухталиф,Не
2020,Март,НТҶ,Шир,0.0,0.0,21217.5,4012.04,0.0,4561.0,7690.0,25.0,20.6,49.1,Мухталиф,Не
2020,Апрел,НТҶ,Шир,0.0,0.0,21217.5,4307.84,0.0,3469.2,8567.3,25.0,24.6,59.3,Мухталиф,Не
2020,Май,НТҶ,Шир,0.0,0.0,21217.5,4251.51,0.0,2858.6,8676.8,25.0,24.8,69.9,Мухталиф,Не
2020,Июн,НТҶ,Шир,0.0,0.0,21217.5,4006.5,0.0,3656.1,9588.3,25.0,36.4,32.5,Мухталиф,Не
2020,Июл,НТҶ,Шир,0.0,0.0,21217.5,4263.28,0.0,2856.4,9672.1,25.0,33.4,41.8,Мухталиф,Не
2020,Август,НТҶ,Шир,0.0,0.0,21217.5,4330.8,0.0,4743.5,10352.8,25.0,30.4,39.6,Мухталиф,Не
2020,Сентябр,НТҶ,Шир,0.0,0.0,21217.5,3598.13,0.0,5168.8,8368.2,25.0,31.5,45.9,Мухталиф,Не
2020,Октябр,НТҶ,Шир,0.0,0.0,21217.5,3619.13,0.0,4343.9,8218.7,25.0,23.7,44.6,Мухталиф,Не
2020,Ноябр,НТҶ,Шир,0.0,0.0,21217.5,3580.09,0.0,4814.9,7618.6,25.0,12.2,34.2,Мухталиф,Не
2020,Декабр,НТҶ,Шир,0.0,0.0,21217.5,4108.29,0.0,5443.0,6983.6,25.0,11.3,40.8,Мухталиф,Не
2021,Январ,Хатлон,Гандум,0.0,0.0,0.0,0.0,3952.9,0.0,10523.9,37.6,13.9,27.8,Водии,Не
2021,Феврал,Хатлон,Гандум,0.0,0.0,0.0,0.0,4805.8,0.0,11635.8,41.3,18.0,37.3,Водии,Не
2021,Март,Хатлон,Гандум,0.0,0.0,0.0,0.0,4800.1,0.0,12612.1,38.1,22.1,69.4,Водии,Не
2021,Апрел,Хатлон,Гандум,0.0,0.0,0.0,0.0,4882.3,0.0,12348.4,39.5,29.9,74.8,Водии,Не
2021,Май,Хатлон,Гандум,0.0,0.0,0.0,0.0,5166.8,0.0,15315.2,33.7,34.8,83.6,Водии,Не
2021,Июн,Хатлон,Гандум,43780.1,3.97,173821.7,5118.28,0.0,105111.8,15881.9,60.0,39.5,50.3,Водии,Бале
2021,Июл,Хатлон,Гандум,43780.1,3.97,173821.7,4827.4,0.0,101085.0,14539.4,60.0,34.2,23.2,Водии,Бале
2021,Август,Хатлон,Гандум,0.0,0.0,0.0,0.0,5124.3,0.0,15264.2,33.6,35.9,28.6,Водии,Не
2021,Сентябр,Хатлон,Гандум,0.0,0.0,0.0,0.0,5603.7,0.0,12818.2,43.7,25.1,45.2,Водии,Не
2021,Октябр,Хатлон,Гандум,0.0,0.0,0.0,0.0,4773.3,0.0,13099.4,36.4,22.4,47.0,Водии,Не
2021,Ноябр,Хатлон,Гандум,0.0,0.0,0.0,0.0,4567.2,0.0,12531.6,36.4,21.5,52.5,Водии,Не
2021,Декабр,Хатлон,Гандум,0.0,0.0,0.0,0.0,3932.6,0.0,10565.7,37.2,8.2,45.1,Водии,Не
2021,Январ,Хатлон,Картошка,0.0,0.0,0.0,0.0,1507.0,0.0,4764.8,31.6,12.1,31.5,Водии,Не
2021,Феврал,Хатлон,Картошка,0.0,0.0,0.0,0.0,1820.8,0.0,4572.0,39.8,17.3,39.7,Водии,Не
2021,Март,Хатлон,Картошка,0.0,0.0,0.0,0.0,2119.6,0.0,4769.8,44.4,14.6,56.4,Водии,Не
2021,Апрел,Хатлон,Картошка,0.0,0.0,0.0,0.0,2464.0,0.0,5813.4,42.4,23.8,78.5,Водии,Не
2021,Май,Хатлон,Картошка,4009.9,27.89,111820.3,6257.37,0.0,65360.3,5793.8,60.0,31.7,61.8,Водии,Бале
2021,Июн,Хатлон,Картошка,4009.9,27.89,111820.3,6330.35,0.0,89217.3,6677.0,60.0,33.7,48.7,Водии,Бале
2021,Июл,Хатлон,Картошка,0.0,0.0,0.0,0.0,2656.2,0.0,6593.4,40.3,35.8,15.9,Водии,Не
2021,Август,Хатлон,Картошка,0.0,0.0,0.0,0.0,2675.5,0.0,5758.5,46.5,34.9,20.7,Водии,Не
2021,Сентябр,Хатлон,Картошка,4009.9,27.89,111820.3,6343.44,0.0,69006.2,5454.0,60.0,30.5,53.3,Водии,Бале
2021,Октябр,Хатлон,Картошка,0.0,0.0,0.0,0.0,1726.1,0.0,5265.5,32.8,20.8,56.1,Водии,Не
2021,Ноябр,Хатлон,Картошка,0.0,0.0,0.0,0.0,1617.7,0.0,5183.8,31.2,18.3,38.0,Водии,Не
2021,Декабр,Хатлон,Картошка,0.0,0.0,0.0,0.0,1672.2,0.0,4865.6,34.4,16.6,46.9,Водии,Не
2021,Январ,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,3562.3,0.0,9244.9,38.5,8.3,10.6,Водии,Не
2021,Феврал,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,4490.5,0.0,9815.9,45.7,17.7,35.5,Водии,Не
2021,Март,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,3781.7,0.0,12232.9,30.9,17.2,66.4,Водии,Не
2021,Апрел,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,4638.7,0.0,11627.8,39.9,28.2,67.1,Водии,Не
2021,Май,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,4067.2,0.0,12458.1,32.6,29.9,71.6,Водии,Не
2021,Июн,Хатлон,Сабзавот,9391.8,16.78,157614.6,5853.95,0.0,57989.9,14693.4,60.0,37.4,37.1,Водии,Бале
2021,Июл,Хатлон,Сабзавот,9391.8,16.78,157614.6,5031.25,0.0,54850.3,14752.3,60.0,41.4,33.5,Водии,Бале
2021,Август,Хатлон,Сабзавот,9391.8,16.78,157614.6,5414.9,0.0,86784.4,13398.2,60.0,35.5,19.2,Водии,Бале
2021,Сентябр,Хатлон,Сабзавот,9391.8,16.78,157614.6,4189.21,0.0,91470.8,13133.3,60.0,29.3,36.1,Водии,Бале
2021,Октябр,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,4623.4,0.0,11827.7,39.1,27.6,47.7,Водии,Не
2021,Ноябр,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,5101.2,0.0,11724.2,43.5,12.8,52.1,Водии,Не
2021,Декабр,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,3949.9,0.0,10203.4,38.7,16.5,31.6,Водии,Не
2021,Январ,Хатлон,Гӯшт,0.0,0.0,9884.7,74659.37,0.0,4322.4,5412.8,60.0,14.3,24.7,Водии,Бале
2021,Феврал,Хатлон,Гӯшт,0.0,0.0,9884.7,88212.18,0.0,3500.8,5209.6,60.0,15.1,38.9,Водии,Бале
2021,Март,Хатлон,Гӯшт,0.0,0.0,9884.7,90794.79,0.0,2075.6,6034.3,60.0,22.7,56.8,Водии,Бале
2021,Апрел,Хатлон,Гӯшт,0.0,0.0,9884.7,85797.04,0.0,3690.0,5874.0,60.0,24.8,80.2,Водии,Бале
2021,Май,Хатлон,Гӯшт,0.0,0.0,9884.7,95967.28,0.0,1457.2,7479.0,60.0,31.4,73.4,Водии,Бале
2021,Июн,Хатлон,Гӯшт,0.0,0.0,9884.7,76766.06,0.0,1168.4,7976.0,60.0,35.0,44.6,Водии,Бале
2021,Июл,Хатлон,Гӯшт,0.0,0.0,9884.7,75939.25,0.0,2518.0,6786.7,60.0,40.8,40.5,Водии,Бале
2021,Август,Хатлон,Гӯшт,0.0,0.0,9884.7,83148.39,0.0,1481.9,7127.6,60.0,35.1,35.4,Водии,Бале
2021,Сентябр,Хатлон,Гӯшт,0.0,0.0,9884.7,87418.95,0.0,1699.3,6063.4,60.0,34.0,37.1,Водии,Бале
2021,Октябр,Хатлон,Гӯшт,0.0,0.0,9884.7,80247.18,0.0,2570.4,5291.8,60.0,27.7,58.0,Водии,Бале
2021,Ноябр,Хатлон,Гӯшт,0.0,0.0,9884.7,84648.12,0.0,4393.7,5383.9,60.0,13.8,54.5,Водии,Бале
2021,Декабр,Хатлон,Гӯшт,0.0,0.0,9884.7,73875.24,0.0,1715.7,5321.2,60.0,19.0,42.0,Водии,Бале
2021,Январ,Хатлон,Шир,0.0,0.0,36839.7,9803.78,0.0,14623.9,14959.2,60.0,10.7,31.4,Водии,Бале
2021,Феврал,Хатлон,Шир,0.0,0.0,36839.7,10928.92,0.0,17857.4,15469.1,60.0,20.1,40.4,Водии,Бале
2021,Март,Хатлон,Шир,0.0,0.0,36839.7,10149.02,0.0,13804.1,14755.2,60.0,20.0,66.8,Водии,Бале
2021,Апрел,Хатлон,Шир,0.0,0.0,36839.7,10265.69,0.0,7078.6,19278.3,60.0,29.1,84.1,Водии,Бале
2021,Май,Хатлон,Шир,0.0,0.0,36839.7,9363.32,0.0,14352.1,20175.2,60.0,34.5,78.7,Водии,Бале
2021,Июн,Хатлон,Шир,0.0,0.0,36839.7,11454.42,0.0,7566.6,22170.3,60.0,34.6,38.2,Водии,Бале
2021,Июл,Хатлон,Шир,0.0,0.0,36839.7,9961.92,0.0,11552.5,18771.6,60.0,36.7,21.5,Водии,Бале
2021,Август,Хатлон,Шир,0.0,0.0,36839.7,11423.67,0.0,6043.7,20133.9,60.0,37.0,24.2,Водии,Бале
2021,Сентябр,Хатлон,Шир,0.0,0.0,36839.7,10607.79,0.0,6423.4,18636.9,60.0,36.0,49.3,Водии,Бале
2021,Октябр,Хатлон,Шир,0.0,0.0,36839.7,10456.6,0.0,19539.0,14603.7,60.0,29.1,51.5,Водии,Бале
2021,Ноябр,Хатлон,Шир,0.0,0.0,36839.7,9844.22,0.0,13256.0,15253.0,60.0,19.0,56.0,Водии,Бале
2021,Декабр,Хатлон,Шир,0.0,0.0,36839.7,10518.93,0.0,13267.8,15530.5,60.0,19.1,35.6,Водии,Бале
2021,Январ,Суғд,Гандум,0.0,0.0,0.0,0.0,4474.6,0.0,8702.0,51.4,8.6,31.0,Нисбатан кӯҳӣ,Не
2021,Феврал,Суғд,Гандум,0.0,0.0,0.0,0.0,5391.6,0.0,9910.4,54.4,7.4,29.1,Нисбатан кӯҳӣ,Не
2021,Март,Суғд,Гандум,0.0,0.0,0.0,0.0,4502.5,0.0,10442.2,43.1,11.2,48.7,Нисбатан кӯҳӣ,Не
2021,Апрел,Суғд,Гандум,0.0,0.0,0.0,0.0,5770.3,0.0,11805.9,48.9,21.1,77.5,Нисбатан кӯҳӣ,Не
2021,Май,Суғд,Гандум,0.0,0.0,0.0,0.0,7485.0,0.0,13362.5,56.0,24.0,68.7,Нисбатан кӯҳӣ,Не
2021,Июн,Суғд,Гандум,37974.9,3.47,131926.3,4352.59,0.0,80029.0,12522.8,57.0,30.7,40.2,Нисбатан кӯҳӣ,Не
2021,Июл,Суғд,Гандум,37974.9,3.47,131926.3,5114.26,0.0,85331.9,13632.4,57.0,31.2,15.6,Нисбатан кӯҳӣ,Не
2021,Август,Суғд,Гандум,0.0,0.0,0.0,0.0,8107.3,0.0,13627.2,57.0,27.2,21.1,Нисбатан кӯҳӣ,Не
2021,Сентябр,Суғд,Гандум,0.0,0.0,0.0,0.0,4776.1,0.0,10990.1,43.5,29.0,37.9,Нисбатан кӯҳӣ,Не
2021,Октябр,Суғд,Гандум,0.0,0.0,0.0,0.0,5312.5,0.0,10408.1,51.0,19.1,48.9,Нисбатан кӯҳӣ,Не
2021,Ноябр,Суғд,Гандум,0.0,0.0,0.0,0.0,4632.0,0.0,9137.5,50.7,16.8,36.3,Нисбатан кӯҳӣ,Не
2021,Декабр,Суғд,Гандум,0.0,0.0,0.0,0.0,4067.2,0.0,9627.0,42.2,16.8,42.6,Нисбатан кӯҳӣ,Не
2021,Январ,Суғд,Картошка,0.0,0.0,0.0,0.0,3381.7,0.0,7522.5,45.0,5.0,20.9,Нисбатан кӯҳӣ,Не
2021,Феврал,Суғд,Картошка,0.0,0.0,0.0,0.0,3400.4,0.0,6496.9,52.3,11.0,30.6,Нисбатан кӯҳӣ,Не
2021,Март,Суғд,Картошка,0.0,0.0,0.0,0.0,4119.0,0.0,7396.8,55.7,17.4,67.8,Нисбатан кӯҳӣ,Не
2021,Апрел,Суғд,Картошка,0.0,0.0,0.0,0.0,4800.9,0.0,9138.8,52.5,19.3,88.0,Нисбатан кӯҳӣ,Не
2021,Май,Суғд,Картошка,6100.6,24.4,148858.5,6834.58,0.0,108566.5,9497.1,57.0,30.4,76.5,Нисбатан кӯҳӣ,Не
2021,Июн,Суғд,Картошка,6100.6,24.4,148858.5,6033.58,0.0,90148.4,10023.2,57.0,33.8,31.3,Нисбатан кӯҳӣ,Не
2021,Июл,Суғд,Картошка,0.0,0.0,0.0,0.0,4665.6,0.0,10255.5,45.5,31.0,40.5,Нисбатан кӯҳӣ,Не
2021,Август,Суғд,Картошка,0.0,0.0,0.0,0.0,4066.8,0.0,9294.0,43.8,30.8,32.7,Нисбатан кӯҳӣ,Не
2021,Сентябр,Суғд,Картошка,6100.6,24.4,148858.5,7120.31,0.0,60430.8,8561.7,57.0,25.6,43.4,Нисбатан кӯҳӣ,Не
2021,Октябр,Суғд,Картошка,0.0,0.0,0.0,0.0,3404.1,0.0,7976.9,42.7,25.1,49.1,Нисбатан кӯҳӣ,Не
2021,Ноябр,Суғд,Картошка,0.0,0.0,0.0,0.0,3547.2,0.0,6887.1,51.5,9.9,57.8,Нисбатан кӯҳӣ,Не
2021,Декабр,Суғд,Картошка,0.0,0.0,0.0,0.0,4417.4,0.0,6896.5,57.0,16.4,32.3,Нисбатан кӯҳӣ,Не
2021,Январ,Суғд,Сабзавот,0.0,0.0,0.0,0.0,4288.7,0.0,6889.0,57.0,6.8,33.6,Нисбатан кӯҳӣ,Не
2021,Феврал,Суғд,Сабзавот,0.0,0.0,0.0,0.0,3320.1,0.0,6595.4,50.3,9.6,52.9,Нисбатан кӯҳӣ,Не
2021,Март,Суғд,Сабзавот,0.0,0.0,0.0,0.0,4927.1,0.0,7892.9,57.0,12.1,55.0,Нисбатан кӯҳӣ,Не
2021,Апрел,Суғд,Сабзавот,0.0,0.0,0.0,0.0,3789.4,0.0,7520.1,50.4,23.3,86.0,Нисбатан кӯҳӣ,Не
2021,Май,Суғд,Сабзавот,0.0,0.0,0.0,0.0,4152.7,0.0,9144.8,45.4,25.2,67.7,Нисбатан кӯҳӣ,Не
2021,Июн,Суғд,Сабзавот,6191.1,14.68,90912.2,4753.76,0.0,66420.1,10713.0,57.0,29.4,36.3,Нисбатан кӯҳӣ,Не
2021,Июл,Суғд,Сабзавот,6191.1,14.68,90912.2,4025.42,0.0,50822.3,9702.3,57.0,37.9,33.7,Нисбатан кӯҳӣ,Не
2021,Август,Суғд,Сабзавот,6191.1,14.68,90912.2,3843.28,0.0,67280.9,9060.1,57.0,34.3,30.0,Нисбатан кӯҳӣ,Не
2021,Сентябр,Суғд,Сабзавот,6191.1,14.68,90912.2,4441.27,0.0,31893.3,8982.7,57.0,33.2,39.6,Нисбатан кӯҳӣ,Не
2021,Октябр,Суғд,Сабзавот,0.0,0.0,0.0,0.0,3907.8,0.0,7633.1,51.2,17.3,61.0,Нисбатан кӯҳӣ,Не
2021,Ноябр,Суғд,Сабзавот,0.0,0.0,0.0,0.0,3860.6,0.0,7141.1,54.1,18.6,47.3,Нисбатан кӯҳӣ,Не
2021,Декабр,Суғд,Сабзавот,0.0,0.0,0.0,0.0,4367.9,0.0,7192.2,57.0,15.3,33.8,Нисбатан кӯҳӣ,Не
2021,Январ,Суғд,Гӯшт,0.0,0.0,8460.7,78879.14,0.0,2160.9,4625.8,57.0,10.3,35.2,Нисбатан кӯҳӣ,Не
2021,Феврал,Суғд,Гӯшт,0.0,0.0,8460.7,74576.54,0.0,2670.4,3904.5,57.0,12.3,38.3,Нисбатан кӯҳӣ,Не
2021,Март,Суғд,Гӯшт,0.0,0.0,8460.7,77979.46,0.0,1985.3,4607.4,57.0,18.8,67.6,Нисбатан кӯҳӣ,Не
2021,Апрел,Суғд,Гӯшт,0.0,0.0,8460.7,77279.93,0.0,1048.5,5063.1,57.0,23.6,83.5,Нисбатан кӯҳӣ,Не
2021,Май,Суғд,Гӯшт,0.0,0.0,8460.7,77050.88,0.0,1833.9,6051.9,57.0,28.7,69.8,Нисбатан кӯҳӣ,Не
2021,Июн,Суғд,Гӯшт,0.0,0.0,8460.7,71304.43,0.0,1496.3,5712.9,57.0,25.7,37.5,Нисбатан кӯҳӣ,Не
2021,Июл,Суғд,Гӯшт,0.0,0.0,8460.7,65390.81,0.0,1594.8,6624.7,57.0,31.7,30.0,Нисбатан кӯҳӣ,Не
2021,Август,Суғд,Гӯшт,0.0,0.0,8460.7,64295.25,0.0,1710.3,6099.3,57.0,24.8,18.9,Нисбатан кӯҳӣ,Не
2021,Сентябр,Суғд,Гӯшт,0.0,0.0,8460.7,78538.72,0.0,1622.9,4997.4,57.0,31.9,37.9,Нисбатан кӯҳӣ,Не
2021,Октябр,Суғд,Гӯшт,0.0,0.0,8460.7,81447.37,0.0,2685.0,4537.0,57.0,23.7,39.5,Нисбатан кӯҳӣ,Не
2021,Ноябр,Суғд,Гӯшт,0.0,0.0,8460.7,71269.12,0.0,3536.6,4216.1,57.0,14.7,46.7,Нисбатан кӯҳӣ,Не
2021,Декабр,Суғд,Гӯшт,0.0,0.0,8460.7,77589.61,0.0,3178.4,4097.0,57.0,15.3,57.1,Нисбатан кӯҳӣ,Не
2021,Январ,Суғд,Шир,0.0,0.0,28232.9,8487.52,0.0,13930.1,10028.6,57.0,5.3,25.8,Нисбатан кӯҳӣ,Не
2021,Феврал,Суғд,Шир,0.0,0.0,28232.9,8010.38,0.0,8288.3,11337.1,57.0,10.7,36.2,Нисбатан кӯҳӣ,Не
2021,Март,Суғд,Шир,0.0,0.0,28232.9,8577.32,0.0,4660.9,12814.4,57.0,12.4,49.2,Нисбатан кӯҳӣ,Не
2021,Апрел,Суғд,Шир,0.0,0.0,28232.9,9744.51,0.0,6894.7,14104.8,57.0,25.9,78.9,Нисбатан кӯҳӣ,Не
2021,Май,Суғд,Шир,0.0,0.0,28232.9,8318.34,0.0,12461.9,14046.7,57.0,28.3,81.4,Нисбатан кӯҳӣ,Не
2021,Июн,Суғд,Шир,0.0,0.0,28232.9,9587.94,0.0,5674.2,14053.6,57.0,32.8,41.6,Нисбатан кӯҳӣ,Не
2021,Июл,Суғд,Шир,0.0,0.0,28232.9,9778.54,0.0,4817.4,14969.9,57.0,31.8,30.0,Нисбатан кӯҳӣ,Не
2021,Август,Суғд,Шир,0.0,0.0,28232.9,8569.73,0.0,8060.0,14206.3,57.0,29.1,23.8,Нисбатан кӯҳӣ,Не
2021,Сентябр,Суғд,Шир,0.0,0.0,28232.9,9801.14,0.0,7878.2,13906.4,57.0,29.2,48.3,Нисбатан кӯҳӣ,Не
2021,Октябр,Суғд,Шир,0.0,0.0,28232.9,9226.02,0.0,11953.7,11317.8,57.0,19.4,42.8,Нисбатан кӯҳӣ,Не
2021,Ноябр,Суғд,Шир,0.0,0.0,28232.9,9334.89,0.0,7971.4,11944.0,57.0,11.1,42.4,Нисбатан кӯҳӣ,Не
2021,Декабр,Суғд,Шир,0.0,0.0,28232.9,8194.06,0.0,5933.1,10514.4,57.0,12.0,30.9,Нисбатан кӯҳӣ,Не
2021,Январ,ВМКБ,Гандум,0.0,0.0,0.0,0.0,982.4,0.0,1219.0,5.0,-10.1,22.0,Кӯҳӣ,Не
2021,Феврал,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1099.6,0.0,1348.1,5.0,-2.7,32.9,Кӯҳӣ,Не
2021,Март,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1409.3,0.0,1639.0,5.0,-0.3,65.7,Кӯҳӣ,Не
2021,Апрел,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1716.3,0.0,1657.0,5.0,3.0,84.7,Кӯҳӣ,Не
2021,Май,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1267.8,0.0,1663.3,5.0,10.8,82.4,Кӯҳӣ,Не
2021,Июн,ВМКБ,Гандум,5703.3,0.66,3774.0,919.31,0.0,98.5,1890.8,5.0,19.1,41.4,Кӯҳӣ,Не
2021,Июл,ВМКБ,Гандум,5703.3,0.66,3774.0,1004.84,0.0,98.6,2059.3,5.0,16.6,16.9,Кӯҳӣ,Не
2021,Август,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1591.4,0.0,1889.1,5.0,20.6,26.8,Кӯҳӣ,Не
2021,Сентябр,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1242.3,0.0,1802.7,5.0,9.6,37.5,Кӯҳӣ,Не
